,title,authors,isbn,average_rating,ratings_count,text_reviews_count,best_seller
303,A Theory Of Fun For Game Design,Raph Koster/Will Wright,1932111972,3.94,2113,181,
304,A Theory Of Semiotics,Umberto Eco,253202175,4.01,1035,34,
305,A Thousand Acres,Jane Smiley,1400033837,3.81,53322,2358,
306,A Thread Of Grace,Mary Doria Russell,449004139,4.02,11782,1332,
307,A Three Dog Life,Abigail Thomas,151012113,3.74,191,47,
308,A Throne In Brussels: Britain  The Saxe-Coburgs And The Belgianisation Of Europe,Paul Belien,1845400658,4.14,14,3,
309,A Time To Embrace,Karen Kingsbury,1595542329,4.35,3728,141,
310,A Time To Embrace: Same-Gender Relationships In Religion  Law  And Politics,William Stacy Johnson,080282966X,4.21,44,10,
311,A Tourist Guide To Lancre,Terry Pratchett/Stephen Briggs/Paul Kidby,552146080,4.06,1640,19,
312,A Tramp Abroad,Mark Twain/Dave Eggers,812970039,3.86,26,9,
313,A Transatlantic Love Affair: Letters To Nelson Algren,Simone de Beauvoir/Nelson Algren/Sylvie Le Bon de Beauvoir/Vanessa Kling/Ellen Gordon Reeves,1565845609,4.01,235,16,
314,A Treasury Of Dick And Jane And Friends,Pearson Scott Foresman/William S. Gray,448433400,4.13,371,43,
315,A Tree Grows In Brooklyn,Betty  Smith,61120073,4.26,345283,16114,
316,A Universal History Of Iniquity,Jorge Luis Borges/Andrew Hurley,142437891,3.97,3101,129,
317,A Very Long Engagement,Sébastien Japrisot,99474549,3.91,79,16,
318,A Viagem Do Caminheiro Da Alvorada,C.S. Lewis/Pauline Baynes/Ana Falcão Bastos,9722331329,4.09,161,14,
319,A Virtuous Woman,Kaye Gibbons,375703063,3.69,23170,587,
320,A Visitation Of Spirits,Randall Kenan,375703977,3.76,449,38,
321,A Void,Georges Perec/Gilbert Adair,1567922961,3.8,1736,155,
322,A Walk In The Woods,Walt Disney Company,736411038,3.5,8,0,
323,A Walk In The Woods: Rediscovering America On The Appalachian Trail,Bill Bryson,767902521,4.06,4315,532,
324,A Walk To Remember,Nicholas Sparks,446693804,4.17,555995,10173,
325,A War Like No Other: How The Athenians & Spartans Fought The Peloponnesian War,Victor Davis Hanson,812969707,4.11,1693,100,
326,A Whole Lotta Love,Donna Hill/Francis Ray/Brenda Jackson/Monica Jackson,451210905,4.46,662,7,
327,A Whole New Light,Sandra Brown,055329783X,3.55,2955,203,
328,A Wicked Gentleman,Jane Feather,1416525513,3.62,1121,60,True
329,A Wife After God'S Own Heart Growth And Study Guide,Elizabeth George,736911685,4.69,9,1,
330,A Wild Sheep Chase,Haruki Murakami/Alfred Birnbaum,037571894X,3.95,68918,3022,
331,A Winter Haunting,Dan Simmons,380817160,3.6,6253,488,
332,A Woman In Berlin: Eight Weeks In The Conquered City: A Diary,Anonymous/Philip Boehm/Hans Magnus Enzensberger,312426119,4.33,6232,713,
333,A Woman In Jerusalem,A.B. Yehoshua/Hillel Halkin,151012261,3.43,851,132,
334,A Woman Of Substance,Barbara Taylor Bradford,031235326X,4.18,34366,573,
335,A Woman'S High Calling Growth And Study Guide,Elizabeth George,736904948,4.15,13,1,
336,A Working Stiff'S Manifesto: A Memoir Of Thirty Jobs I Quit  Nine That Fired Me  And Three I Can'T Remember,Iain Levison,812967941,3.83,509,81,
337,A World Lit Only By Fire,William Manchester/Barrett Whitener,786160446,3.85,38,4,
338,A World Lit Only By Fire: The Medieval Mind And The Renaissance: Portrait Of An Age,William Manchester,316545562,3.85,9807,745,
339,A World Of Art,Henry M. Sayre,132221861,3.73,56,1,
340,"A Wrinkle In Time: A Guide For Using ""A Wrinkle In Time"" In The Classroom",John Carratello/Patty Carratello/Theresa Wright,1557344035,4,17,0,True
341,A Wrinkle In Time: With Related Readings,Madeleine L'Engle,821925326,4,36,6,True
342,A Writer'S Diary,Virginia Woolf/Leonard Woolf,156027917,4.26,3345,133,
343,A Writer'S Workbook: Daily Exercises For The Writing Life,Caroline Sharp/Elizabeth Gilbert,031228621X,3.72,152,16,
344,A Year At The Races: Reflections On Horses  Humans  Love  Money  And Luck,Jane Smiley,1400033179,3.9,696,49,
345,A Year Down Yonder,Richard Peck,142300705,4.11,26143,1638,
346,A Year In Chocolate: Four Seasons Of Unforgettable Desserts,Alice Medrich,446526649,3.74,28,1,
347,A Year In Provence,Peter Mayle,679731148,3.96,54963,2554,
348,A Year In The Life Of William Shakespeare: 1599,James Shapiro,60088745,4.09,2330,252,
349,A Year In The Merde,Stephen Clarke,1582346178,3.54,11429,979,
350,A Yellow Raft In Blue Water,Michael Dorris,312421850,3.86,16190,897,
351,A Young Person'S Guide To Philosophy,Jeremy Weate/Peter Lawman,789430746,3.92,58,8,
352,A Última Batalha,C.S. Lewis/Pauline Baynes/Ana Falcão Bastos,9722332201,4.03,211,24,
353,Abandoned Prayers: The Incredible True Story Of Murder  Obsession And Amish Secrets,Gregg Olsen,312982011,3.79,1458,98,
354,Abandonment,Kate Atkinson/Traverse Theatre,1854596012,3.61,82,6,
355,Abarat: Days Of Magic  Nights Of War,Clive Barker,60596384,4.2,12118,292,
356,About A Boy,Nick Hornby,141007338,3.8,825,73,
357,About The B'Nai Bagels,E.L. Konigsburg,440400341,3.57,308,30,
358,About This Life,Barry  Lopez,186046565X,4.13,595,56,
359,Above And Beyond,Erin St. Claire/Sandra Brown,077832026X,3.73,2149,87,
360,Absent In The Spring And Other Novels,Mary Westmacott/Agatha Christie,312273223,4.18,97,11,
361,Absolute C++,Walter J. Savitch,321468937,3.83,36,4,
362,Absolute Trust In The Goodness Of The Earth: New Poems,Alice Walker,812971051,4.02,583,70,
363,Absolute Truths,Susan Howatch,517170779,4.34,1066,52,
364,Absolutely Mahvelous,Billy Crystal/Dick Schaap,399512462,3.79,24,2,
365,Absolutely Normal Chaos,Sharon Creech,330397818,3.92,28,3,
366,Accelerando,Charles Stross,441014151,3.88,16527,971,
367,Access The Power Of Your Higher Self: Your Source Of Inner Guidance And Spiritual Transformation,Elizabeth Clare Prophet,922729360,4.21,55,6,
368,Accidental Empires,Robert X. Cringely,887308554,4.01,1570,63,
369,Accordion Crimes,Annie Proulx,684831546,3.59,5675,456,
370,Acharnians,Aristophanes/Jeffrey Henderson,1585100870,3.42,23,1,
371,Aches & Pains,Maeve Binchy/Wendy Shea,385335105,3.53,356,30,
372,Achilles In Vietnam: Combat Trauma And The Undoing Of Character,Jonathan Shay,684813211,4.25,1130,110,
373,Across The River And Into The Trees,Ernest Hemingway,684844648,3.33,5546,342,
374,Act Of Treason,Vince Flynn,743270371,4.29,38757,826,
375,Active Literacy Across The Curriculum: Strategies For Reading  Writing  Speaking  And Listening,Heidi Hayes Jacobs,1596670231,3.94,31,1,
376,Acts Of Faith,Philip Caputo,375725970,3.94,1617,231,
377,Acts Of God: The Unnatural History Of Natural Disaster In America,Ted Steinberg,195309685,3.72,104,8,
378,Ad Infinitum... The Ghost In Turing'S Machine: Taking God Out Of Mathematics And Putting The Body Back In. An Essay In Corporeal Semiotics,Brian Rotman,804721289,4.06,17,2,
379,Ada  Or Ardor: A Family Chronicle,Vladimir Nabokov/Fatih Özgüven,679725229,4.15,7927,543,
380,Adam And Eve And Pinch Me,Ruth Rendell,1400031184,3.64,1932,131,
381,Adam'S Fall,Sandra Brown,553567683,3.74,3065,94,
382,Adhd In Adulthood: A Guide To Current Theory  Diagnosis  And Treatment,Margaret Weiss/Gabrielle Weiss/Lily Trokenberg Hechtman,080186822X,3.4,5,0,
383,Adieu  Chunky Rice,Craig Thompson,2840558599,3.8,10,1,
384,Adios Hemingway,Leonardo Padura/John King,184195795X,3.72,659,85,
385,Adrift In The Pacific: Two Years Holiday,Jules Verne,1410102157,3.99,1956,39,
386,Adrift On The Nile,Naguib Mahfouz/Frances Liardet,385423330,3.82,411,38,
387,Advanced Global Illumination,Philip Dutre,1568813074,4.5,17,2,
388,Advanced Statistics Demystified,Larry J. Stephens,71432426,4,9,0,
389,Adventures Of Huckleberry Finn,Mark Twain/E.W. Kemble,486443221,3.82,144,17,
390,Adventures Of The Scarlet Pimpernel,Emmuska Orczy,899664598,4.03,15,0,
391,Aeneid,Virgil/Stanley Lombardo/W. R. Johnson,872207315,3.84,319,27,
392,Aeneid: Selections From Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,086516584X,4.35,69,6,
393,Aerie,Mercedes Lackey,075640391X,3.95,4922,95,
394,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,081221627X,4.02,12,3,
395,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,812216717,4.1,12,2,
396,Aeschylus I: Oresteia,Aeschylus/David Grene/Richmond Lattimore,226307786,4.02,712,53,
397,Aeschylus Ii: The Suppliant Maidens  The Persians  Seven Against Thebes  And Prometheus Bound,Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,226307948,4.1,389,26,
398,Aeschylus: The Oresteia,Simon Goldhill,521539811,4.03,31,3,
399,Aesop'S Fables,Aesop/Ann McGovern,590438808,4.05,108,10,
400,Affliction,Russell Banks/Pierre Furlan,2742722807,3.99,63,1,
401,Africa South Of The Sahara: A Geographical Interpretation,Robert Stock,1572308680,3.12,8,0,
402,African Nights,Kuki Gallmann,60954833,3.8,313,19,
403,"African Origins Of The Major ""Western Religions""",Yosef A.A. Ben-Jochannan,933121296,4.54,129,6,
404,After,Francine Prose,60080833,3.49,1782,268,
405,After Collapse: The Regeneration Of Complex Societies,Glenn M. Schwartz,816525099,4,0,0,
406,After Dark,Haruki Murakami/Jay Rubin,307265838,3.7,80308,4506,
407,After Glow,Jayne Castle/Jayne Ann Krentz,515136948,4.14,4149,138,
408,After Henry,Joan Didion,679745394,3.83,1205,100,
409,After Many A Summer Dies The Swan,Aldous Huxley,1566630185,3.75,2056,149,
410,After The Funeral,Agatha Christie,2310198,3.87,47,4,
411,After The Mourning,Barbara Nadel,755321383,3.42,104,11,
412,After The Plague: And Other Stories,T. Coraghessan Boyle,142001414,3.86,1253,108,
413,After The Quake,Haruki Murakami/Jay Rubin,375413901,3.78,564,84,True
414,After The Wreck  I Picked Myself Up  Spread My Wings  And Flew Away,Joyce Carol Oates,60735252,3.46,1168,129,
415,Afterglow: A Last Conversation With Pauline Kael,Francis Davis/Pauline Kael,306812304,3.69,128,15,
416,Aftershock,Francine Pascal/Kate William,553492365,3.7,286,7,
417,Against The Day,Thomas Pynchon,159420120X,4.13,5296,587,
418,Against The Odds: Tales Of Achievement,L.M. Montgomery/Rea Wilmshurst,553565923,3.83,928,27,
419,Agapē Agape,William Gaddis/Sven Birkerts/Joseph Tabbi,142437638,3.81,914,92,
420,Agatha Christie: An Autobiography,Agatha Christie/Robert Welch Herrick,6353282,4.27,4296,310,
421,Age Of Iron,J.M. Coetzee,140275657,3.84,2976,207,
422,Agile Web Development With Rails: A Pragmatic Guide,Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz,097669400X,3.84,1430,59,
423,Agnes Grey,Anne Brontë/Fred Schwarzbach,1593083238,3.68,418,77,
424,Agricola / Germania / Dialogue On Oratory,Tacitus/Maurice Hutton/Robert Maxwell Ogilvie/E.H. Warmington/William Peterson/Michael Winterbottom,674990390,3.95,87,7,
425,Agricola/Germany,Tacitus/Anthony Richard Birley,192833006,3.99,29,2,
426,Ahab'S Wife  Or The Star-Gazer,Sena Jeter Naslund,60838744,4.03,40049,2391,
427,Ahora Sabréis Lo Que Es Correr,Dave Eggers/María Victoria Alonso Blanco,8439710097,3.63,3,1,
428,Air Gear  Vol. 1,Oh! Great/大暮 維人,345492781,3.92,1875,37,
429,Air Gear  Vol. 2,Oh! Great/大暮 維人,034549279X,4.04,686,8,
430,Air Gear  Vol. 3,Oh! Great/大暮 維人,345492803,4.09,609,3,
431,Air Gear  Vol. 4,Oh! Great/大暮 維人,345492811,4.07,467,2,
432,Airborne: A Guided Tour Of An Airborne Task Force,Tom Clancy,425157709,3.77,448,5,
433,Airs Above The Ground,Mary  Stewart,006074748X,4.05,4615,255,
434,Ajax In Action,Dave Crane/Eric Pascarello/Darren James,1932394613,3.56,126,10,
435,Akhenaten: Dweller In Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,385499094,3.81,1282,139,
436,Aké: The Years Of Childhood,Wole Soyinka,679725407,3.93,1284,90,
437,Alanna: The First Adventure,Tamora Pierce,689878559,4.26,101059,3815,
438,Alas  Babylon,Pat Frank,60741872,4.08,33140,2614,
439,Alaska,James A. Michener,037576142X,4.12,9330,590,
440,Alberic The Wise,Norton Juster/Leonard Baskin,887082432,3.73,103,9,
441,Alcestis,Euripides/William Arrowsmith,195061667,3.83,1950,95,
442,Alcoholics Anonymous,Alcoholics Anonymous,916856593,4.45,22,0,
443,Alentejo Blue,Monica Ali,743293037,2.72,788,104,
444,Aleutian Sparrow,Karen Hesse/Evon Zerbetz/Kim McGillivray,1416903275,3.78,710,146,
445,Alexander Hamilton,Ron Chernow,143034758,4.23,97099,6149,True
446,Alfred Hitchcock And The Making Of Psycho,Stephen Rebello,714530034,3.9,13,0,
447,Algebra The Easy Way,Douglas Downing,764119729,4.06,23,2,
448,Algernon  Charlie  And I: A Writer'S Journey: Plus The Complete Original Short Novelette Version Of Flowers For Algernon,Daniel Keyes,1929519001,4.06,15,3,
449,Algorithms In C  Parts 1-4: Fundamentals  Data Structures  Sorting  Searching,Robert Sedgewick,201314525,4.16,140,3,
450,Ali And Nino,Kurban Said/Jenia Graman,99283220,3.92,147,22,
451,Ali Und Nino,Kurban Said,3548601316,3.92,39,2,
452,Alice In Wonderland,Lewis Carroll/Jane Carruth/Rene Cloke,517223627,4.03,364782,5234,
453,Alice In Wonderland / Hunting Of The Snark,Lewis Carroll/Donald J. Gray,393958043,4.06,1404,87,
454,Alice'S Adventures In Wonderland,Lewis Carroll/Helen Oxenbury,763620491,4.02,65,5,
455,Alice'S Adventures In Wonderland & Through The Looking-Glass,Lewis Carroll/John Tenniel,553213458,4.07,1469,98,
456,Alice'S Adventures In Wonderland And Through The Looking Glass,Lewis Carroll/John Tenniel/Tan Lin,1593080158,4.07,2791,273,
457,Alice'S Adventures In Wonderland And Through The Looking-Glass,Lewis Carroll/Hugh Haughton/John Tenniel,141439769,4.07,3409,228,
458,Alice'S Adventures In Wonderland: A Pop-Up Adaptation,Robert Sabuda/Lewis Carroll,689847432,4.33,21875,111,
459,Alien,Alan Dean Foster,2290011150,4.09,15901,309,True
460,Alien Nation,Alan Dean Foster,446352640,3.55,227,10,True
461,Aliens: Nightmare Asylum,Steve Perry,553561588,3.67,1118,54,
462,Aliens: Original Sin,Michael Jan Friedman,1595820159,3.71,247,18,
463,All About Love: New Visions,bell hooks,688168442,4.01,10928,1144,
464,All Around The Town,Herbert Asbury,1560255218,3.62,95,3,
465,All Aunt Hagar'S Children: Stories,Edward P. Jones,60557567,3.78,1614,212,
466,All Families Are Psychotic,Douglas Coupland,7117531,3.67,361,32,
467,All I Really Need To Know I Learned In Kindergarten,Robert Fulghum,034546639X,4.03,17354,650,
468,All I Want Is Everything,Cecily von Ziegesar,316912123,3.55,16452,412,
469,All New People,Anne Lamott,1582430543,3.63,1562,111,
470,All Night Long,Jayne Ann Krentz,399153055,3.96,7438,257,True
471,All Of Us: The Collected Poems,Raymond Carver,375703802,4.3,1651,107,
472,All Over You,Sarah Mayberry,373793243,3.73,521,35,
473,All Quiet On The Western Front,Erich Maria Remarque,449231801,3.97,64,4,True
474,All Rivers Run To The Sea,Elie Wiesel,805210288,4.15,954,63,
475,All The King'S Men,Robert Penn Warren,156004801,4.09,47324,1720,True
476,All The King'S Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,820320978,4,3,0,True
477,All The Little Live Things,Wallace Stegner,140154418,4.09,2595,350,True
478,All The Names,José Saramago/Margaret Jull Costa,156010593,3.89,11016,734,
479,All The Sad Young Men,F. Scott Fitzgerald/James L.W. West III,521402409,3.96,369,22,True
480,All Things Wise And Wonderful,James Herriot,312335288,4.41,22780,366,
481,All Through The Night,Mary Higgins Clark,671027123,3.7,6332,224,
482,All Tomorrow'S Parties,William Gibson,425190447,3.91,13020,316,
483,All-American Girl,Meg Cabot,64472779,3.74,59683,1728,True
484,All-Of-A-Kind Family,Sydney Taylor,385732953,4.22,21620,836,
485,All-Of-A-Kind Family Uptown,Sydney Taylor,929093097,4.28,5702,65,
486,Allegiance,Timothy Zahn,345477383,3.99,6874,280,True
487,Alles Ist Erleuchtet,Jonathan Safran Foer/Dirk van Gunsteren,3462032178,3.9,39,4,
488,Allusions In Ulysses: An Annotated List,Weldon Thornton,807840890,4.04,22,2,
489,Almond Cookies & Dragon Well Tea,Cynthia Chin-Lee/Youshan Tang,1879965038,3.89,9,0,
490,Alone,Lisa Gardner/Anna Fields,553584537,3.96,44349,1850,
491,Alone In The Crowd,Francine Pascal/Kate William,553280872,3.44,695,27,
492,Along Came A Spider,James Patterson,446692638,4.11,369267,4011,
493,Alphabet Weekends,Elizabeth Noble,61122181,3.59,5796,386,
494,Already Dead,Charlie Huston,034547824X,3.79,8447,631,
495,Also Sprach Zarathustra: Ein Buch Für Alle Und Keinen.,Friedrich Nietzsche,337901706X,4.06,2,0,
496,Alta,Mercedes Lackey,756402573,4.03,7060,113,
497,Alvin Journeyman,Orson Scott Card,312850530,3.73,13694,231,
498,Always Enough: God'S Miraculous Provision Among The Poorest Children On Earth,Heidi Baker/Rolland Baker,800793617,4.46,860,53,
499,Always Remember Me: How One Family Survived World War Ii,Marisabina Russo,689869207,4.13,135,37,
500,Am I That Name?: Feminism And The Category Of Women In History,Denise Riley,816642699,3.64,60,7,
501,Aman: The Story Of A Somali Girl,Virginia Lee Barnes,679762094,3.77,549,46,
502,Amanda'S Story,Thomas Kinkade/Erika Tamar,60543523,4.04,4,0,
503,Amanda'S Unlucky Day,Teddy Slater/Wayne Alfano,590959883,3.5,6,1,
504,Amarse Con Los Ojos Abiertos,Jorge Bucay/Silvia Salinas,8479019395,3.73,1425,59,
505,Amazing Disgrace,James Hamilton-Paterson,1933372192,3.8,221,34,
506,Amber And Ashes,Margaret Weis,786937424,3.87,2637,64,
507,Amber Brown Is Green With Envy,Paula Danziger/Tony Ross,439071712,3.95,834,42,
508,Amber Brown Is Not A Crayon,Paula Danziger/Tony Ross,142406198,3.84,4787,189,
509,Amelia Bedelia 50Th Anniversary Library: Amelia Bedelia  Amelia Bedelia And The Surprise Shower  And Play Ball  Amelia Bedelia,Peggy Parish/Various,60542381,4.43,257,12,
510,Amelia Bedelia And The Baby,Peggy Parish/Lynn Sweat,606300945,4.17,3,0,
511,Amelia Bedelia Goes Camping,Peggy Parish/Lynn Sweat,60511060,4.13,2082,76,
512,Amelia Bedelia Helps Out,Peggy Parish/Lynn Sweat,60511117,4.25,7764,67,
513,Amelia'S 6Th-Grade Notebook,Marissa Moss,068987040X,4.02,625,30,
514,Amelia'S Notebook,Marissa Moss,1416909052,4.01,5305,166,
515,America,Jon   Stewart/Scott C. Jacobson,446691860,4.02,1827,116,
516,America Alone: The End Of The World As We Know It,Mark Steyn,895260786,4.13,3095,362,
517,American Caesar: Douglas Macarthur 1880-1964,William Manchester,316544981,4.15,10014,232,
518,American Dragons: Twenty-Five Asian American Voices,Laurence Yep/Kam Mak/Ann Tashi Slater,64406032,3.45,66,10,
519,American Film Guide,Frank N. Magill,893562505,0,0,0,
520,American Genesis: Captain John Smith And The Founding Of Virginia,Alden T. Vaughan,673393550,3.43,23,2,
521,American Gods,Neil Gaiman,60010606,4.11,1211,169,
522,American Gospel: God  The Founding Fathers  And The Making Of A Nation,Jon Meacham,1400065550,3.8,1876,244,True
523,American Government: Continuity And Change,Karen  O'Connor/Larry J. Sabato,321209184,2.83,1,0,
524,American Government: Continuity And Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,321317106,2.83,0,0,
525,American Government: Continuity And Change  Texas Edition,Karen  O'Connor/Larry J. Sabato,321365607,2.83,0,0,
526,American Legal History: Cases And Materials,Kermit L. Hall/Paul Finkelman/James W. Jr. Ely,195162250,3.5,31,0,
527,American Pastoral,Philip Roth,99771810,3.92,47156,3007,
528,American Psycho,Bret Easton Ellis,033048477X,3.82,844,76,
529,American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,764134280,3.75,34,6,
530,American Slavery  American Freedom,Edmund S. Morgan,039332494X,4.11,3008,83,
531,American Sphinx: The Character Of Thomas Jefferson,Joseph J. Ellis,679764410,3.92,20178,590,
